Start,Finish,Steps (count)
09-Mar-2017 00:00,10-Mar-2017 00:00,10297.0
10-Mar-2017 00:00,11-Mar-2017 00:00,10485.0
11-Mar-2017 00:00,12-Mar-2017 00:00,14165.0
12-Mar-2017 00:00,13-Mar-2017 00:00,12389.0
13-Mar-2017 00:00,14-Mar-2017 00:00,8622.0
14-Mar-2017 00:00,15-Mar-2017 00:00,6471.0
15-Mar-2017 00:00,16-Mar-2017 00:00,7462.0
16-Mar-2017 00:00,17-Mar-2017 00:00,11354.0
17-Mar-2017 00:00,18-Mar-2017 00:00,15023.0
18-Mar-2017 00:00,19-Mar-2017 00:00,13707.0
19-Mar-2017 00:00,20-Mar-2017 00:00,8838.0
20-Mar-2017 00:00,21-Mar-2017 00:00,10067.0
21-Mar-2017 00:00,22-Mar-2017 00:00,5851.0
22-Mar-2017 00:00,23-Mar-2017 00:00,9719.0
23-Mar-2017 00:00,24-Mar-2017 00:00,11789.0
24-Mar-2017 00:00,25-Mar-2017 00:00,11199.0
25-Mar-2017 00:00,26-Mar-2017 00:00,11562.0
26-Mar-2017 00:00,27-Mar-2017 00:00,9530.0
27-Mar-2017 00:00,28-Mar-2017 00:00,5879.0
28-Mar-2017 00:00,29-Mar-2017 00:00,16959.0
29-Mar-2017 00:00,30-Mar-2017 00:00,8328.0
30-Mar-2017 00:00,31-Mar-2017 00:00,6967.0
31-Mar-2017 00:00,01-Apr-2017 00:00,12728.0
01-Apr-2017 00:00,02-Apr-2017 00:00,13538.0
02-Apr-2017 00:00,03-Apr-2017 00:00,12565.0
03-Apr-2017 00:00,04-Apr-2017 00:00,15069.0
04-Apr-2017 00:00,05-Apr-2017 00:00,8056.0
05-Apr-2017 00:00,06-Apr-2017 00:00,8956.0
06-Apr-2017 00:00,07-Apr-2017 00:00,11242.0
07-Apr-2017 00:00,08-Apr-2017 00:00,10012.0
08-Apr-2017 00:00,09-Apr-2017 00:00,10554.0
09-Apr-2017 00:00,10-Apr-2017 00:00,9007.0
10-Apr-2017 00:00,11-Apr-2017 00:00,13228.0
11-Apr-2017 00:00,12-Apr-2017 00:00,9023.0
12-Apr-2017 00:00,13-Apr-2017 00:00,14571.0
13-Apr-2017 00:00,14-Apr-2017 00:00,10482.0
14-Apr-2017 00:00,15-Apr-2017 00:00,11607.0
15-Apr-2017 00:00,16-Apr-2017 00:00,19946.0
16-Apr-2017 00:00,17-Apr-2017 00:00,8264.0
17-Apr-2017 00:00,18-Apr-2017 00:00,7951.0
18-Apr-2017 00:00,19-Apr-2017 00:00,6680.0
19-Apr-2017 00:00,20-Apr-2017 00:00,6709.0
20-Apr-2017 00:00,21-Apr-2017 00:00,18757.0
21-Apr-2017 00:00,22-Apr-2017 00:00,7099.0
22-Apr-2017 00:00,23-Apr-2017 00:00,22317.0
23-Apr-2017 00:00,24-Apr-2017 00:00,6783.0
24-Apr-2017 00:00,25-Apr-2017 00:00,9279.0
25-Apr-2017 00:00,26-Apr-2017 00:00,8551.0
26-Apr-2017 00:00,27-Apr-2017 00:00,14869.0
27-Apr-2017 00:00,28-Apr-2017 00:00,11958.0
28-Apr-2017 00:00,29-Apr-2017 00:00,6911.0
29-Apr-2017 00:00,30-Apr-2017 00:00,8372.0
30-Apr-2017 00:00,01-May-2017 00:00,15577.0
01-May-2017 00:00,02-May-2017 00:00,8454.0
02-May-2017 00:00,03-May-2017 00:00,9519.0
03-May-2017 00:00,04-May-2017 00:00,16520.0
04-May-2017 00:00,05-May-2017 00:00,8470.0
05-May-2017 00:00,06-May-2017 00:00,6642.0
06-May-2017 00:00,07-May-2017 00:00,7704.0
07-May-2017 00:00,08-May-2017 00:00,10602.0
08-May-2017 00:00,09-May-2017 00:00,8293.0
09-May-2017 00:00,10-May-2017 00:00,11220.0
10-May-2017 00:00,11-May-2017 00:00,14799.0
11-May-2017 00:00,12-May-2017 00:00,16777.0
12-May-2017 00:00,13-May-2017 00:00,10510.0
13-May-2017 00:00,14-May-2017 00:00,24373.0
14-May-2017 00:00,15-May-2017 00:00,8752.0
15-May-2017 00:00,16-May-2017 00:00,10857.0
16-May-2017 00:00,17-May-2017 00:00,8590.0
17-May-2017 00:00,18-May-2017 00:00,6961.0
18-May-2017 00:00,19-May-2017 00:00,9001.0
19-May-2017 00:00,20-May-2017 00:00,7447.0
20-May-2017 00:00,21-May-2017 00:00,7582.0
21-May-2017 00:00,22-May-2017 00:00,14378.0
22-May-2017 00:00,23-May-2017 00:00,7532.0
23-May-2017 00:00,24-May-2017 00:00,7961.0
24-May-2017 00:00,25-May-2017 00:00,8833.0
25-May-2017 00:00,26-May-2017 00:00,9223.0
26-May-2017 00:00,27-May-2017 00:00,9420.0
27-May-2017 00:00,28-May-2017 00:00,12307.0
28-May-2017 00:00,29-May-2017 00:00,8123.0
29-May-2017 00:00,30-May-2017 00:00,10777.0
30-May-2017 00:00,31-May-2017 00:00,11268.0
31-May-2017 00:00,01-Jun-2017 00:00,12514.0
01-Jun-2017 00:00,02-Jun-2017 00:00,9880.0
02-Jun-2017 00:00,03-Jun-2017 00:00,11506.0
03-Jun-2017 00:00,04-Jun-2017 00:00,8034.0
04-Jun-2017 00:00,05-Jun-2017 00:00,13185.0
05-Jun-2017 00:00,06-Jun-2017 00:00,12187.0
06-Jun-2017 00:00,07-Jun-2017 00:00,11725.0
07-Jun-2017 00:00,08-Jun-2017 00:00,5847.0
08-Jun-2017 00:00,09-Jun-2017 00:00,7655.0
09-Jun-2017 00:00,10-Jun-2017 00:00,8956.0
10-Jun-2017 00:00,11-Jun-2017 00:00,12844.0
11-Jun-2017 00:00,12-Jun-2017 00:00,15488.0
12-Jun-2017 00:00,13-Jun-2017 00:00,16414.0
13-Jun-2017 00:00,14-Jun-2017 00:00,11403.0
14-Jun-2017 00:00,15-Jun-2017 00:00,15899.0
15-Jun-2017 00:00,16-Jun-2017 00:00,13393.0
16-Jun-2017 00:00,17-Jun-2017 00:00,12585.0
17-Jun-2017 00:00,18-Jun-2017 00:00,11191.0
18-Jun-2017 00:00,19-Jun-2017 00:00,12332.0
19-Jun-2017 00:00,20-Jun-2017 00:00,10123.0
20-Jun-2017 00:00,21-Jun-2017 00:00,9510.0
21-Jun-2017 00:00,22-Jun-2017 00:00,10964.0
22-Jun-2017 00:00,23-Jun-2017 00:00,10485.0
23-Jun-2017 00:00,24-Jun-2017 00:00,10893.0
24-Jun-2017 00:00,25-Jun-2017 00:00,13402.0
25-Jun-2017 00:00,26-Jun-2017 00:00,8115.0
26-Jun-2017 00:00,27-Jun-2017 00:00,9575.0
27-Jun-2017 00:00,28-Jun-2017 00:00,8251.0
28-Jun-2017 00:00,29-Jun-2017 00:00,8300.0
29-Jun-2017 00:00,30-Jun-2017 00:00,10379.0
30-Jun-2017 00:00,01-Jul-2017 00:00,8934.0
01-Jul-2017 00:00,02-Jul-2017 00:00,9332.0
02-Jul-2017 00:00,03-Jul-2017 00:00,8873.0
03-Jul-2017 00:00,04-Jul-2017 00:00,7068.0
04-Jul-2017 00:00,05-Jul-2017 00:00,4960.0
05-Jul-2017 00:00,06-Jul-2017 00:00,8266.0
06-Jul-2017 00:00,07-Jul-2017 00:00,15304.0
07-Jul-2017 00:00,08-Jul-2017 00:00,14878.0
08-Jul-2017 00:00,09-Jul-2017 00:00,11468.0
09-Jul-2017 00:00,10-Jul-2017 00:00,10056.0
10-Jul-2017 00:00,11-Jul-2017 00:00,7243.0
11-Jul-2017 00:00,12-Jul-2017 00:00,6436.0
12-Jul-2017 00:00,13-Jul-2017 00:00,9351.0
13-Jul-2017 00:00,14-Jul-2017 00:00,10305.0
14-Jul-2017 00:00,15-Jul-2017 00:00,8538.0
15-Jul-2017 00:00,16-Jul-2017 00:00,24043.0
16-Jul-2017 00:00,17-Jul-2017 00:00,15065.0
17-Jul-2017 00:00,18-Jul-2017 00:00,9309.0
18-Jul-2017 00:00,19-Jul-2017 00:00,9691.0
19-Jul-2017 00:00,20-Jul-2017 00:00,10031.0
20-Jul-2017 00:00,21-Jul-2017 00:00,17041.0
21-Jul-2017 00:00,22-Jul-2017 00:00,3063.0
22-Jul-2017 00:00,23-Jul-2017 00:00,8590.0
23-Jul-2017 00:00,24-Jul-2017 00:00,11706.0
24-Jul-2017 00:00,25-Jul-2017 00:00,8213.0
25-Jul-2017 00:00,26-Jul-2017 00:00,14351.0
26-Jul-2017 00:00,27-Jul-2017 00:00,9356.0
27-Jul-2017 00:00,28-Jul-2017 00:00,15133.0
28-Jul-2017 00:00,29-Jul-2017 00:00,7220.0
29-Jul-2017 00:00,30-Jul-2017 00:00,15880.0
30-Jul-2017 00:00,31-Jul-2017 00:00,8247.0
31-Jul-2017 00:00,01-Aug-2017 00:00,8059.0
01-Aug-2017 00:00,02-Aug-2017 00:00,8352.0
02-Aug-2017 00:00,03-Aug-2017 00:00,8627.0
03-Aug-2017 00:00,04-Aug-2017 00:00,8205.0
04-Aug-2017 00:00,05-Aug-2017 00:00,9329.0
05-Aug-2017 00:00,06-Aug-2017 00:00,25688.0
06-Aug-2017 00:00,07-Aug-2017 00:00,9669.0
07-Aug-2017 00:00,08-Aug-2017 00:00,10909.0
08-Aug-2017 00:00,09-Aug-2017 00:00,9272.0
09-Aug-2017 00:00,10-Aug-2017 00:00,8676.0
10-Aug-2017 00:00,11-Aug-2017 00:00,13153.0
11-Aug-2017 00:00,12-Aug-2017 00:00,7272.0
12-Aug-2017 00:00,13-Aug-2017 00:00,12490.0
13-Aug-2017 00:00,14-Aug-2017 00:00,9097.0
14-Aug-2017 00:00,15-Aug-2017 00:00,6357.0
15-Aug-2017 00:00,16-Aug-2017 00:00,6242.0
16-Aug-2017 00:00,17-Aug-2017 00:00,8439.0
17-Aug-2017 00:00,18-Aug-2017 00:00,9916.0
18-Aug-2017 00:00,19-Aug-2017 00:00,7194.0
19-Aug-2017 00:00,20-Aug-2017 00:00,23382.0
20-Aug-2017 00:00,21-Aug-2017 00:00,13742.0
21-Aug-2017 00:00,22-Aug-2017 00:00,7152.0
22-Aug-2017 00:00,23-Aug-2017 00:00,8447.0
23-Aug-2017 00:00,24-Aug-2017 00:00,8174.0
24-Aug-2017 00:00,25-Aug-2017 00:00,10034.0
25-Aug-2017 00:00,26-Aug-2017 00:00,8483.0
26-Aug-2017 00:00,27-Aug-2017 00:00,14141.0
27-Aug-2017 00:00,28-Aug-2017 00:00,12784.0
28-Aug-2017 00:00,29-Aug-2017 00:00,5722.0
29-Aug-2017 00:00,30-Aug-2017 00:00,6097.0
30-Aug-2017 00:00,31-Aug-2017 00:00,6329.0
31-Aug-2017 00:00,01-Sep-2017 00:00,9965.0
01-Sep-2017 00:00,02-Sep-2017 00:00,6185.0
02-Sep-2017 00:00,03-Sep-2017 00:00,11705.0
03-Sep-2017 00:00,04-Sep-2017 00:00,10431.0
04-Sep-2017 00:00,05-Sep-2017 00:00,7259.0
05-Sep-2017 00:00,06-Sep-2017 00:00,8687.0
06-Sep-2017 00:00,07-Sep-2017 00:00,8272.0
07-Sep-2017 00:00,08-Sep-2017 00:00,11397.0
08-Sep-2017 00:00,09-Sep-2017 00:00,11638.0
09-Sep-2017 00:00,10-Sep-2017 00:00,11118.0
10-Sep-2017 00:00,11-Sep-2017 00:00,11019.0
11-Sep-2017 00:00,12-Sep-2017 00:00,5399.0
12-Sep-2017 00:00,13-Sep-2017 00:00,7948.0
13-Sep-2017 00:00,14-Sep-2017 00:00,8215.0
14-Sep-2017 00:00,15-Sep-2017 00:00,9388.0
15-Sep-2017 00:00,16-Sep-2017 00:00,9889.0
16-Sep-2017 00:00,17-Sep-2017 00:00,10003.0
17-Sep-2017 00:00,18-Sep-2017 00:00,10212.0
18-Sep-2017 00:00,19-Sep-2017 00:00,9850.0
19-Sep-2017 00:00,20-Sep-2017 00:00,13665.0
20-Sep-2017 00:00,21-Sep-2017 00:00,9227.0
21-Sep-2017 00:00,22-Sep-2017 00:00,10609.0
22-Sep-2017 00:00,23-Sep-2017 00:00,9289.0
23-Sep-2017 00:00,24-Sep-2017 00:00,11482.0
24-Sep-2017 00:00,25-Sep-2017 00:00,13569.0
25-Sep-2017 00:00,26-Sep-2017 00:00,10366.0
26-Sep-2017 00:00,27-Sep-2017 00:00,13179.0
27-Sep-2017 00:00,28-Sep-2017 00:00,10307.0
28-Sep-2017 00:00,29-Sep-2017 00:00,13306.0
29-Sep-2017 00:00,30-Sep-2017 00:00,11309.0
30-Sep-2017 00:00,01-Oct-2017 00:00,12621.0
01-Oct-2017 00:00,02-Oct-2017 00:00,9902.0
02-Oct-2017 00:00,03-Oct-2017 00:00,15042.0
03-Oct-2017 00:00,04-Oct-2017 00:00,8962.0
04-Oct-2017 00:00,05-Oct-2017 00:00,6432.0
05-Oct-2017 00:00,06-Oct-2017 00:00,13628.0
06-Oct-2017 00:00,07-Oct-2017 00:00,10988.0
07-Oct-2017 00:00,08-Oct-2017 00:00,14785.0
08-Oct-2017 00:00,09-Oct-2017 00:00,10175.0
09-Oct-2017 00:00,10-Oct-2017 00:00,10782.0
10-Oct-2017 00:00,11-Oct-2017 00:00,29985.0
11-Oct-2017 00:00,12-Oct-2017 00:00,9399.0
12-Oct-2017 00:00,13-Oct-2017 00:00,12062.0
13-Oct-2017 00:00,14-Oct-2017 00:00,15281.0
14-Oct-2017 00:00,15-Oct-2017 00:00,13857.0
15-Oct-2017 00:00,16-Oct-2017 00:00,20105.0
16-Oct-2017 00:00,17-Oct-2017 00:00,11637.0
17-Oct-2017 00:00,18-Oct-2017 00:00,14747.0
18-Oct-2017 00:00,19-Oct-2017 00:00,7666.0
19-Oct-2017 00:00,20-Oct-2017 00:00,8591.0
20-Oct-2017 00:00,21-Oct-2017 00:00,6371.0
21-Oct-2017 00:00,22-Oct-2017 00:00,12488.0
22-Oct-2017 00:00,23-Oct-2017 00:00,13528.0
23-Oct-2017 00:00,24-Oct-2017 00:00,5193.0
24-Oct-2017 00:00,25-Oct-2017 00:00,13866.0
25-Oct-2017 00:00,26-Oct-2017 00:00,6444.0
26-Oct-2017 00:00,27-Oct-2017 00:00,11880.0
27-Oct-2017 00:00,28-Oct-2017 00:00,7175.0
28-Oct-2017 00:00,29-Oct-2017 00:00,16282.0
29-Oct-2017 00:00,30-Oct-2017 00:00,13067.0
30-Oct-2017 00:00,31-Oct-2017 00:00,7228.0
31-Oct-2017 00:00,01-Nov-2017 00:00,6263.0
01-Nov-2017 00:00,02-Nov-2017 00:00,5678.0
02-Nov-2017 00:00,03-Nov-2017 00:00,15031.0
03-Nov-2017 00:00,04-Nov-2017 00:00,8492.0
04-Nov-2017 00:00,05-Nov-2017 00:00,16618.0
05-Nov-2017 00:00,06-Nov-2017 00:00,12069.0
06-Nov-2017 00:00,07-Nov-2017 00:00,8415.0
07-Nov-2017 00:00,08-Nov-2017 00:00,9968.0
08-Nov-2017 00:00,09-Nov-2017 00:00,13718.0
09-Nov-2017 00:00,10-Nov-2017 00:00,12035.0
10-Nov-2017 00:00,11-Nov-2017 00:00,9019.0
11-Nov-2017 00:00,12-Nov-2017 00:00,15206.0
12-Nov-2017 00:00,13-Nov-2017 00:00,12203.0
13-Nov-2017 00:00,14-Nov-2017 00:00,14920.0
14-Nov-2017 00:00,15-Nov-2017 00:00,7387.0
15-Nov-2017 00:00,16-Nov-2017 00:00,7951.0
16-Nov-2017 00:00,17-Nov-2017 00:00,12223.0
17-Nov-2017 00:00,18-Nov-2017 00:00,6926.0
18-Nov-2017 00:00,19-Nov-2017 00:00,15335.0
19-Nov-2017 00:00,20-Nov-2017 00:00,16026.0
20-Nov-2017 00:00,21-Nov-2017 00:00,7069.0
21-Nov-2017 00:00,22-Nov-2017 00:00,6771.0
22-Nov-2017 00:00,23-Nov-2017 00:00,7571.0
23-Nov-2017 00:00,24-Nov-2017 00:00,13456.0
24-Nov-2017 00:00,25-Nov-2017 00:00,7641.0
25-Nov-2017 00:00,26-Nov-2017 00:00,12663.0
26-Nov-2017 00:00,27-Nov-2017 00:00,12027.0
27-Nov-2017 00:00,28-Nov-2017 00:00,10997.0
28-Nov-2017 00:00,29-Nov-2017 00:00,7090.0
29-Nov-2017 00:00,30-Nov-2017 00:00,6463.0
30-Nov-2017 00:00,01-Dec-2017 00:00,11513.0
01-Dec-2017 00:00,02-Dec-2017 00:00,6914.0
02-Dec-2017 00:00,03-Dec-2017 00:00,10580.0
03-Dec-2017 00:00,04-Dec-2017 00:00,14388.0
04-Dec-2017 00:00,05-Dec-2017 00:00,9235.0
05-Dec-2017 00:00,06-Dec-2017 00:00,8460.0
06-Dec-2017 00:00,07-Dec-2017 00:00,9471.0
07-Dec-2017 00:00,08-Dec-2017 00:00,13790.0
08-Dec-2017 00:00,09-Dec-2017 00:00,8878.0
09-Dec-2017 00:00,10-Dec-2017 00:00,14346.0
10-Dec-2017 00:00,11-Dec-2017 00:00,10360.0
11-Dec-2017 00:00,12-Dec-2017 00:00,8027.0
12-Dec-2017 00:00,13-Dec-2017 00:00,16931.0
13-Dec-2017 00:00,14-Dec-2017 00:00,7918.0
14-Dec-2017 00:00,15-Dec-2017 00:00,10945.0
15-Dec-2017 00:00,16-Dec-2017 00:00,7393.0
16-Dec-2017 00:00,17-Dec-2017 00:00,13885.0
17-Dec-2017 00:00,18-Dec-2017 00:00,9280.0
18-Dec-2017 00:00,19-Dec-2017 00:00,9928.0
19-Dec-2017 00:00,20-Dec-2017 00:00,7093.0
20-Dec-2017 00:00,21-Dec-2017 00:00,6722.0
21-Dec-2017 00:00,22-Dec-2017 00:00,8283.0
22-Dec-2017 00:00,23-Dec-2017 00:00,5186.0
23-Dec-2017 00:00,24-Dec-2017 00:00,12670.0
24-Dec-2017 00:00,25-Dec-2017 00:00,10100.0
25-Dec-2017 00:00,26-Dec-2017 00:00,13704.0
26-Dec-2017 00:00,27-Dec-2017 00:00,12570.0
27-Dec-2017 00:00,28-Dec-2017 00:00,9731.0
28-Dec-2017 00:00,29-Dec-2017 00:00,7669.0
29-Dec-2017 00:00,30-Dec-2017 00:00,7719.0
30-Dec-2017 00:00,31-Dec-2017 00:00,11408.0
31-Dec-2017 00:00,01-Jan-2018 00:00,7879.0
01-Jan-2018 00:00,02-Jan-2018 00:00,8729.0
02-Jan-2018 00:00,03-Jan-2018 00:00,12011.0
03-Jan-2018 00:00,04-Jan-2018 00:00,14172.0
04-Jan-2018 00:00,05-Jan-2018 00:00,9139.0
05-Jan-2018 00:00,06-Jan-2018 00:00,6366.0
06-Jan-2018 00:00,07-Jan-2018 00:00,10703.0
07-Jan-2018 00:00,08-Jan-2018 00:00,7587.0
08-Jan-2018 00:00,09-Jan-2018 00:00,9283.0
09-Jan-2018 00:00,10-Jan-2018 00:00,7542.0
10-Jan-2018 00:00,11-Jan-2018 00:00,9865.0
11-Jan-2018 00:00,12-Jan-2018 00:00,11205.0
12-Jan-2018 00:00,13-Jan-2018 00:00,8105.0
13-Jan-2018 00:00,14-Jan-2018 00:00,14377.0
14-Jan-2018 00:00,15-Jan-2018 00:00,16725.0
15-Jan-2018 00:00,16-Jan-2018 00:00,7200.0
16-Jan-2018 00:00,17-Jan-2018 00:00,8126.0
17-Jan-2018 00:00,18-Jan-2018 00:00,6349.0
18-Jan-2018 00:00,19-Jan-2018 00:00,15373.0
19-Jan-2018 00:00,20-Jan-2018 00:00,6930.0
20-Jan-2018 00:00,21-Jan-2018 00:00,15314.0
21-Jan-2018 00:00,22-Jan-2018 00:00,9138.0
22-Jan-2018 00:00,23-Jan-2018 00:00,14290.0
23-Jan-2018 00:00,24-Jan-2018 00:00,9728.0
24-Jan-2018 00:00,25-Jan-2018 00:00,8593.0
25-Jan-2018 00:00,26-Jan-2018 00:00,13735.0
26-Jan-2018 00:00,27-Jan-2018 00:00,5142.0
27-Jan-2018 00:00,28-Jan-2018 00:00,9557.0
28-Jan-2018 00:00,29-Jan-2018 00:00,9624.0
29-Jan-2018 00:00,30-Jan-2018 00:00,6950.0
30-Jan-2018 00:00,31-Jan-2018 00:00,14391.0
31-Jan-2018 00:00,01-Feb-2018 00:00,6340.0
01-Feb-2018 00:00,02-Feb-2018 00:00,12074.0
02-Feb-2018 00:00,03-Feb-2018 00:00,6631.0
03-Feb-2018 00:00,04-Feb-2018 00:00,12841.0
04-Feb-2018 00:00,05-Feb-2018 00:00,9220.0
05-Feb-2018 00:00,06-Feb-2018 00:00,6550.0
06-Feb-2018 00:00,07-Feb-2018 00:00,16320.0
07-Feb-2018 00:00,08-Feb-2018 00:00,6557.0
08-Feb-2018 00:00,09-Feb-2018 00:00,13006.0
09-Feb-2018 00:00,10-Feb-2018 00:00,7588.0
10-Feb-2018 00:00,11-Feb-2018 00:00,15536.0
11-Feb-2018 00:00,12-Feb-2018 00:00,11850.0
12-Feb-2018 00:00,13-Feb-2018 00:00,8444.0
13-Feb-2018 00:00,14-Feb-2018 00:00,6783.0
14-Feb-2018 00:00,15-Feb-2018 00:00,8778.0
15-Feb-2018 00:00,16-Feb-2018 00:00,16815.0
16-Feb-2018 00:00,17-Feb-2018 00:00,8033.0
17-Feb-2018 00:00,18-Feb-2018 00:00,12958.0
18-Feb-2018 00:00,19-Feb-2018 00:00,11677.0
19-Feb-2018 00:00,20-Feb-2018 00:00,8101.0
20-Feb-2018 00:00,21-Feb-2018 00:00,6945.0
21-Feb-2018 00:00,22-Feb-2018 00:00,6959.0
22-Feb-2018 00:00,23-Feb-2018 00:00,13806.0
23-Feb-2018 00:00,24-Feb-2018 00:00,8080.0
24-Feb-2018 00:00,25-Feb-2018 00:00,12800.0
25-Feb-2018 00:00,26-Feb-2018 00:00,9160.0
26-Feb-2018 00:00,27-Feb-2018 00:00,13490.0
27-Feb-2018 00:00,28-Feb-2018 00:00,6423.0
28-Feb-2018 00:00,01-Mar-2018 00:00,10431.0
01-Mar-2018 00:00,02-Mar-2018 00:00,14401.0
02-Mar-2018 00:00,03-Mar-2018 00:00,8459.0
03-Mar-2018 00:00,04-Mar-2018 00:00,13047.0
04-Mar-2018 00:00,05-Mar-2018 00:00,8198.0
05-Mar-2018 00:00,06-Mar-2018 00:00,6588.0
06-Mar-2018 00:00,07-Mar-2018 00:00,9412.0
07-Mar-2018 00:00,08-Mar-2018 00:00,10023.0
08-Mar-2018 00:00,09-Mar-2018 00:00,11325.0
09-Mar-2018 00:00,10-Mar-2018 00:00,9304.0
10-Mar-2018 00:00,11-Mar-2018 00:00,11328.0
11-Mar-2018 00:00,12-Mar-2018 00:00,11560.0
12-Mar-2018 00:00,13-Mar-2018 00:00,9709.0
13-Mar-2018 00:00,14-Mar-2018 00:00,8156.0
14-Mar-2018 00:00,15-Mar-2018 00:00,12235.0
15-Mar-2018 00:00,16-Mar-2018 00:00,11955.0
16-Mar-2018 00:00,17-Mar-2018 00:00,15176.0
17-Mar-2018 00:00,18-Mar-2018 00:00,13544.0
18-Mar-2018 00:00,19-Mar-2018 00:00,11682.0
19-Mar-2018 00:00,20-Mar-2018 00:00,12696.0
20-Mar-2018 00:00,21-Mar-2018 00:00,7527.0
21-Mar-2018 00:00,22-Mar-2018 00:00,8190.0
22-Mar-2018 00:00,23-Mar-2018 00:00,12088.0
23-Mar-2018 00:00,24-Mar-2018 00:00,8191.0
24-Mar-2018 00:00,25-Mar-2018 00:00,10096.0
25-Mar-2018 00:00,26-Mar-2018 00:00,14448.0
26-Mar-2018 00:00,27-Mar-2018 00:00,9175.0
27-Mar-2018 00:00,28-Mar-2018 00:00,9927.0
28-Mar-2018 00:00,29-Mar-2018 00:00,8413.0
29-Mar-2018 00:00,30-Mar-2018 00:00,15169.0
30-Mar-2018 00:00,31-Mar-2018 00:00,8845.0
31-Mar-2018 00:00,01-Apr-2018 00:00,15158.0
01-Apr-2018 00:00,02-Apr-2018 00:00,13650.0
02-Apr-2018 00:00,03-Apr-2018 00:00,8270.0
03-Apr-2018 00:00,04-Apr-2018 00:00,7862.0
04-Apr-2018 00:00,05-Apr-2018 00:00,17878.0
05-Apr-2018 00:00,06-Apr-2018 00:00,13975.0
06-Apr-2018 00:00,07-Apr-2018 00:00,15274.0
07-Apr-2018 00:00,08-Apr-2018 00:00,19788.0
08-Apr-2018 00:00,09-Apr-2018 00:00,9290.0
09-Apr-2018 00:00,10-Apr-2018 00:00,15600.0
10-Apr-2018 00:00,11-Apr-2018 00:00,14110.0
11-Apr-2018 00:00,12-Apr-2018 00:00,12661.0
12-Apr-2018 00:00,13-Apr-2018 00:00,13844.0
13-Apr-2018 00:00,14-Apr-2018 00:00,14124.0
14-Apr-2018 00:00,15-Apr-2018 00:00,19808.0
15-Apr-2018 00:00,16-Apr-2018 00:00,15865.0
16-Apr-2018 00:00,17-Apr-2018 00:00,17224.0
17-Apr-2018 00:00,18-Apr-2018 00:00,5666.0
18-Apr-2018 00:00,19-Apr-2018 00:00,14853.0
19-Apr-2018 00:00,20-Apr-2018 00:00,13341.0
20-Apr-2018 00:00,21-Apr-2018 00:00,14727.0
21-Apr-2018 00:00,22-Apr-2018 00:00,17628.0
22-Apr-2018 00:00,23-Apr-2018 00:00,12334.0
23-Apr-2018 00:00,24-Apr-2018 00:00,16003.0
24-Apr-2018 00:00,25-Apr-2018 00:00,9496.0
25-Apr-2018 00:00,26-Apr-2018 00:00,13251.0
26-Apr-2018 00:00,27-Apr-2018 00:00,12251.0
27-Apr-2018 00:00,28-Apr-2018 00:00,14766.0
28-Apr-2018 00:00,29-Apr-2018 00:00,20878.0
29-Apr-2018 00:00,30-Apr-2018 00:00,10753.0
30-Apr-2018 00:00,01-May-2018 00:00,7986.0
01-May-2018 00:00,02-May-2018 00:00,8636.0
02-May-2018 00:00,03-May-2018 00:00,15253.0
03-May-2018 00:00,04-May-2018 00:00,11157.0
04-May-2018 00:00,05-May-2018 00:00,12220.0
05-May-2018 00:00,06-May-2018 00:00,13864.0
06-May-2018 00:00,07-May-2018 00:00,9974.0
07-May-2018 00:00,08-May-2018 00:00,18096.0
08-May-2018 00:00,09-May-2018 00:00,9610.0
09-May-2018 00:00,10-May-2018 00:00,16669.0
10-May-2018 00:00,11-May-2018 00:00,9907.0
11-May-2018 00:00,12-May-2018 00:00,13621.0
12-May-2018 00:00,13-May-2018 00:00,9843.0
13-May-2018 00:00,14-May-2018 00:00,17973.0
14-May-2018 00:00,15-May-2018 00:00,9927.0
15-May-2018 00:00,16-May-2018 00:00,6075.0
16-May-2018 00:00,17-May-2018 00:00,11218.0
17-May-2018 00:00,18-May-2018 00:00,12671.0
18-May-2018 00:00,19-May-2018 00:00,15263.0
19-May-2018 00:00,20-May-2018 00:00,12125.0
20-May-2018 00:00,21-May-2018 00:00,9101.0
21-May-2018 00:00,22-May-2018 00:00,11576.0
22-May-2018 00:00,23-May-2018 00:00,10035.0
23-May-2018 00:00,24-May-2018 00:00,11527.0
24-May-2018 00:00,25-May-2018 00:00,11987.0
25-May-2018 00:00,26-May-2018 00:00,14039.0
26-May-2018 00:00,27-May-2018 00:00,14764.0
27-May-2018 00:00,28-May-2018 00:00,10420.0
28-May-2018 00:00,29-May-2018 00:00,7932.0
29-May-2018 00:00,30-May-2018 00:00,7422.0
30-May-2018 00:00,31-May-2018 00:00,8659.0
31-May-2018 00:00,01-Jun-2018 00:00,15569.0
01-Jun-2018 00:00,02-Jun-2018 00:00,7733.0
02-Jun-2018 00:00,03-Jun-2018 00:00,11886.0
03-Jun-2018 00:00,04-Jun-2018 00:00,13837.0
04-Jun-2018 00:00,05-Jun-2018 00:00,8538.0
05-Jun-2018 00:00,06-Jun-2018 00:00,8088.0
06-Jun-2018 00:00,07-Jun-2018 00:00,6828.0
07-Jun-2018 00:00,08-Jun-2018 00:00,9940.0
08-Jun-2018 00:00,09-Jun-2018 00:00,9822.0
09-Jun-2018 00:00,10-Jun-2018 00:00,13703.0
10-Jun-2018 00:00,11-Jun-2018 00:00,10728.0
